text;emotion
i do is priceless and i feel so honoured for every mum and dad who trusts me with their new arrival;joy
i felt really bad because claudia and i have always had an amazing time in la and i could feel that she was disappointed that this trip was not turning out to be as fun and amazing as it could have been;sadness
i remember feeling nervous;fear
i feel the need to pimp this since raini my beloved rocky casting director loves it so much;joy
i feel like my life has been taken over by a video game and im doomed to repeat the same set of circumstances over and over again until i collect all of the special powers knowledge and treasures to finally advance me to the next level;sadness
i feel like i m the one being punished;sadness
i kept feeling wonderful as i ran and couldnt believe it;joy
i feel less stress about doing pretty much any unpleasant obligation in life because i know that i will allow myself to mix it with things i enjoy running baking climbing coffee with girlfriends cuddling with my dog reading a book;sadness
i was lying in bed last night after a day of making experiments from the usual suspects fabric plastic and feeling agitated that my issues with proper presentation had not made any headway over the course of a mere six hours;anger
i am working right now guys and feel horny and so much passion;love
i feel like im being greedy asking for something so expensive;anger
i see him i feel friendly;joy
i couldn t tell if he was sick injured or just feeling generally awful but he climbed into the team car and abandoned the race right there with spectators snapping away on their phones;sadness
i forced myself to keep going back even though they made me feel consistently uncomfortable but after a while i just gave up as i saw no point;fear
